着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),date,race_type,course_ren,weather,ground_state,horse_id,jockey_id
202102010110,6,8,12,ケルンキングダム,セ5,57.0,菱田,2:02.0,アタマ,8.0,20.2,35.5,13-13-12-12,栗東小崎,438(+8),2021年7月3日,芝,2000,晴,良,2016102113,01144
202102010110,7,1,1,マイネルエキサイト,牡5,57.0,丹内,2:02.2,1,7.0,15.3,36.5,2-2-2-2,美浦加藤士,498(0),2021年7月3日,芝,2000,晴,良,2016105756,01091
202102010110,8,6,8,ゾロ,牡5,57.0,団野,2:02.2,ハナ,12.0,157.9,35.9,10-10-11-8,美浦小手川,472(+2),2021年7月3日,芝,2000,晴,良,2016102615,01180
202102010110,9,5,6,クリノブレーヴ,牡4,57.0,泉谷,2:02.2,クビ,13.0,238.4,36.1,10-10-8-8,栗東長谷川,454(+2),2021年7月3日,芝,2000,晴,良,2017109010,01182
202102010110,10,7,10,ダイワセントライト,牡4,57.0,菊沢,2:02.3,クビ,11.0,150.6,36.1,4-5-8-8,美浦菊沢,486(0),2021年7月3日,芝,2000,晴,良,2017104844,01161
202102010110,11,6,9,ホウオウビクトリー,牡5,57.0,斎藤,2:02.6,1.3/4,9.0,26.4,36.5,9-8-8-8,美浦斎藤誠,482(+10),2021年7月3日,芝,2000,晴,良,2016105515,01178
202102010110,12,5,7,ホウオウジョルノ,牡3,54.0,横山和,2:02.6,クビ,6.0,12.4,37.0,3-2-2-2,栗東安田翔,468(-4),2021年7月3日,芝,2000,晴,良,2018103565,01140
202102010110,13,8,13,ララサンスフル,牝3,52.0,武豊,2:02.8,1.1/4,3.0,4.4,37.0,6-6-5-5,美浦手塚,496(+4),2021年7月3日,芝,2000,晴,良,2018103709,00666
202102010111,1,5,8,メリーメーキング,牡5,57.0,国分恭,1:08.5,,12.0,95.0,33.9,12-12,栗東清水久,470(+10),2021年7月3日,芝,1200,晴,良,2016100423,01124
202102010111,2,2,2,ショウナンアリアナ,牝5,55.0,藤岡佑,1:08.6,クビ,2.0,3.8,34.8,2-2,栗東高野,450(+2),2021年7月3日,芝,1200,晴,良,2016110041,01093
202102010111,3,6,9,メイショウミモザ,牝4,55.0,池添,1:08.6,ハナ,3.0,4.8,34.7,5-6,栗東池添兼,460(+18),2021年7月3日,芝,1200,晴,良,2017106414,01032
202102010111,4,5,7,カワキタアジン,牝4,55.0,泉谷,1:08.6,クビ,7.0,15.5,34.3,10-10,栗東杉山晴,510(+18),2021年7月3日,芝,1200,晴,良,2017101370,01182
202102010111,5,3,4,ショウナンバニラ,牝5,55.0,岩田康,1:08.6,ハナ,4.0,7.4,34.5,8-7,美浦武市,448(+6),2021年7月3日,芝,1200,晴,良,2016103415,05203
202102010111,6,8,13,ヤマニンペダラーダ,牡7,57.0,松田,1:08.7,アタマ,9.0,41.3,34.1,12-13,栗東浅見,482(-6),2021年7月3日,芝,1200,晴,良,2014100555,01030
202102010111,7,4,6,シルヴェーヌ,牝6,55.0,黛,1:08.8,1.1/4,10.0,51.3,35.3,1-1,美浦伊藤伸,462(+2),2021年7月3日,芝,1200,晴,良,2015100061,01109
202102010111,8,3,3,チェアリングソング,牡4,57.0,菱田,1:08.8,ハナ,6.0,15.4,34.4,11-10,美浦青木,470(+6),2021年7月3日,芝,1200,晴,良,2017103295,01144
202102010111,9,8,14,シトラスノート,牝5,55.0,吉田隼,1:08.8,アタマ,5.0,7.5,34.7,8-9,栗東茶木,458(-6),2021年7月3日,芝,1200,晴,良,2016104434,01095
202102010111,10,1,1,サンラモンバレー,牡6,57.0,水口,1:08.9,クビ,11.0,94.1,34.9,7-3,栗東池江,498(0),2021年7月3日,芝,1200,晴,良,2015105040,01133
202102010111,11,4,5,マルカテノール,牡7,57.0,団野,1:09.1,1.1/4,14.0,203.4,34.4,12-14,栗東浜田,476(-4),2021年7月3日,芝,1200,晴,良,2014105542,01180
202102010111,12,6,10,アテンフラワー,牝6,55.0,川又,1:09.5,2.1/2,13.0,118.1,35.7,2-3,栗東牧浦,486(+2),2021年7月3日,芝,1200,晴,良,2015103446,01166
202102010111,13,7,11,ファーストフォリオ,牝4,55.0,ルメー,1:09.5,クビ,1.0,3.6,35.8,2-3,栗東須貝,454(+18),2021年7月3日,芝,1200,晴,良,2017105360,05339
202102010111,14,7,12,ケルティックソード,牡8,57.0,斎藤,1:10.0,3,8.0,28.2,36.1,5-7,栗東新谷,500(-2),2021年7月3日,芝,1200,晴,良,2013102840,01178
202102010112,1,5,5,サトノセシル,牝5,55.0,大野,1:47.0,,2.0,4.4,35.4,1-1-1-1,美浦堀,456(0),2021年7月3日,芝,1800,晴,良,2016110115,01096
202102010112,2,1,1,プライムフェイズ,牡4,57.0,藤岡佑,1:47.2,1.1/2,3.0,5.8,35.1,5-4-4-4,栗東藤原英,468(+12),2021年7月3日,芝,1800,晴,良,2017105198,01093
202102010112,3,3,3,エトワール,牝5,55.0,岩田康,1:47.2,クビ,6.0,14.7,34.8,7-6-6-6,美浦牧,500(+2),2021年7月3日,芝,1800,晴,良,2016104588,05203
202102010112,4,6,6,イカット,牝4,55.0,ルメー,1:47.3,1/2,1.0,2.4,35.5,3-3-2-2,栗東上村,472(+12),2021年7月3日,芝,1800,晴,良,2017106724,05339
202102010112,5,8,11,ダンツイノーバ,牝4,55.0,菱田,1:47.5,1.1/4,11.0,47.5,35.3,4-4-4-4,栗東谷,456(+4),2021年7月3日,芝,1800,晴,良,2017103020,01144
202102010112,6,7,8,メイショウカクウン,牡6,57.0,横山和,1:47.6,アタマ,7.0,17.7,34.7,11-11-11-10,栗東石橋,462(+4),2021年7月3日,芝,1800,晴,良,2015103983,01140
202102010112,7,6,7,アナザーラブソング,牡5,57.0,池添,1:47.6,アタマ,5.0,13.0,34.9,10-10-8-8,栗東安達,490(0),2021年7月3日,芝,1800,晴,良,2016106228,01032
202102010112,8,4,4,ブラックデビル,セ6,57.0,坂井,1:47.6,クビ,8.0,28.7,34.9,8-8-8-8,美浦中野,460(-6),2021年7月3日,芝,1800,晴,良,2015105451,01163
202102010112,9,2,2,ピースマインド,牡8,57.0,古川吉,1:47.7,3/4,9.0,42.0,35.3,6-6-6-6,栗東宮,450(-12),2021年7月3日,芝,1800,晴,良,2013100731,01015
202102010112,10,7,9,ウエストンバート,牡3,54.0,横山武,1:48.1,2.1/2,4.0,6.8,36.3,2-2-2-2,栗東吉岡,522(-6),2021年7月3日,芝,1800,晴,良,2018106244,01170
202102010112,11,8,10,ザイラ,牝4,55.0,吉田隼,1:48.3,1.1/4,10.0,45.9,35.6,9-9-8-10,栗東奥村豊,484(0),2021年7月3日,芝,1800,晴,良,2017100163,01095
202102010201,1,7,10,エーティーマクフィ,牡2,54.0,藤岡佑,1:10.4,,1.0,2.1,35.4,6-4,栗東武英,436(+4),2021年7月4日,芝,1200,晴,良,2019105859,01093
202102010201,2,7,9,ジョーブリッランテ,牡2,54.0,横山武,1:10.4,1/2,2.0,4.1,35.6,4-4,栗東清水久,484(-8),2021年7月4日,芝,1200,晴,良,2019103360,01170
202102010201,3,4,4,ウインマーベル,牡2,54.0,丹内,1:10.5,1/2,3.0,5.7,35.1,9-9,美浦深山,452(+4),2021年7月4日,芝,1200,晴,良,2019100213,01091
202102010201,4,5,6,チェンジザワールド,牡2,54.0,国分恭,1:10.7,3/4,4.0,6.1,35.6,7-7,栗東五十嵐,502(0),2021年7月4日,芝,1200,晴,良,2019105208,01124
202102010201,5,8,11,ゼンダンルーチェ,牡2,54.0,勝浦,1:11.0,2,9.0,208.1,35.8,7-7,美浦藤原辰,410(-2),2021年7月4日,芝,1200,晴,良,2019101653,01025
202102010201,6,1,1,ミンナノユメミノル,牡2,54.0,菊沢,1:11.1,1/2,6.0,23.1,36.7,1-1,美浦天間,476(+6),2021年7月4日,芝,1200,晴,良,2019106490,01161
202102010201,7,8,12,フレッシュラムール,牝2,53.0,☆斎藤,1:11.3,1.1/4,7.0,45.6,35.5,11-10,美浦斎藤誠,432(0),2021年7月4日,芝,1200,晴,良,2019104492,01178
202102010201,8,2,2,リブラソナチネ,牝2,54.0,大庭,1:11.3,クビ,8.0,103.1,36.8,2-2,美浦松永康,368(-4),2021年7月4日,芝,1200,晴,良,2019100985,01061
202102010201,9,3,3,ボーントゥウィン,牝2,52.0,△秋山稔,1:11.4,クビ,10.0,216.1,35.6,11-11,美浦田島,416(+4),2021年7月4日,芝,1200,晴,良,2019101160,01181
202102010201,10,5,5,パナシュ,牡2,54.0,黛,1:11.5,1/2,11.0,245.8,36.7,4-4,美浦中野,412(-4),2021年7月4日,芝,1200,晴,良,2019102695,01109
202102010201,11,6,8,ハマーフェイス,牡2,54.0,池添,1:12.0,3,5.0,18.2,37.4,2-2,栗東渡辺,444(+2),2021年7月4日,芝,1200,晴,良,2019106893,01032
202102010201,12,6,7,グランジャンブ,牡2,54.0,原田和,1:12.4,2.1/2,12.0,313.2,36.8,10-11,美浦鈴木慎,464(-6),2021年7月4日,芝,1200,晴,良,2019109029,01143
202102010202,1,1,1,タガノリバイバー,牝3,54.0,国分恭,1:46.6,,6.0,18.5,38.4,1-1-1-1,栗東大根田,488(-2),2021年7月4日,ダ,1700,晴,良,2018101956,01124
202102010202,2,6,6,メイショウイッコン,牝3,51.0,▲小沢,1:46.8,1.1/2,3.0,7.4,38.2,4-3-2-2,栗東高橋亮,446(+4),2021年7月4日,ダ,1700,晴,良,2018106464,01185
202102010202,3,5,5,グラスピレ,牝3,54.0,ルメー,1:47.7,5,1.0,2.0,38.9,3-3-4-3,美浦伊藤圭,460(+4),2021年7月4日,ダ,1700,晴,良,2018103495,05339
202102010202,4,2,2,キアヌマウナ,牝3,54.0,黛,1:47.7,クビ,4.0,8.7,38.7,8-8-5-4,美浦和田雄,496(0),2021年7月4日,ダ,1700,晴,良,2018102988,01109
202102010202,5,4,4,クリスタルスワン,牝3,54.0,古川吉,1:48.1,2,5.0,12.0,38.9,9-9-7-5,美浦土田,486(0),2021年7月4日,ダ,1700,晴,良,2018101499,01015
202102010202,6,3,3,シーズナルウィンド,牝3,54.0,丹内,1:48.9,5,8.0,108.6,40.0,6-5-5-5,美浦相沢,444(+16),2021年7月4日,ダ,1700,晴,良,2018104338,01091
202102010202,7,7,7,バクシンクイン,牝3,52.0,△山田,1:50.1,7,9.0,131.5,40.6,9-10-10-10,美浦松永康,474(0),2021年7月4日,ダ,1700,晴,良,2018100356,01173
202102010202,8,7,8,ブライドピーク,牝3,50.0,★永島,1:50.3,1.1/4,7.0,63.0,41.1,6-7-7-8,栗東池江,406(+2),2021年7月4日,ダ,1700,晴,良,2018105550,01187
202102010202,9,8,10,イフィゲニア,牝3,54.0,藤岡佑,1:51.6,8,2.0,2.8,43.0,2-2-2-7,栗東角田,516(-4),2021年7月4日,ダ,1700,晴,良,2018100651,01093
202102010202,10,8,9,エラキス,牝3,54.0,川又,1:51.7,3/4,10.0,425.6,42.6,5-5-7-9,栗東宮本,432(+4),2021年7月4日,ダ,1700,晴,良,2018100435,01166
202102010203,1,5,5,カズオ,牡3,56.0,横山和,1:00.6,,1.0,2.0,36.5,7-5,美浦武市,496(+8),2021年7月4日,ダ,1000,曇,良,2018100577,01140
202102010203,2,2,2,スマートエミネンス,牡3,53.0,▲小沢,1:00.7,1/2,3.0,5.5,37.1,3-3,栗東松永昌,444(-4),2021年7月4日,ダ,1000,曇,良,2018103885,01185
202102010203,3,8,11,スプリングローズ,牝3,52.0,△泉谷,1:00.8,クビ,2.0,4.6,37.4,2-1,栗東木原,436(+6),2021年7月4日,ダ,1000,曇,良,2018106007,01182
202102010203,4,6,7,ルーマーミル,セ3,54.0,△秋山稔,1:01.3,3,5.0,10.7,37.7,3-3,美浦小島,488(-2),2021年7月4日,ダ,1000,曇,良,2018100677,01181
202102010203,5,7,10,ウォーターリリー,牝3,54.0,池添,1:01.5,1.1/4,6.0,11.5,37.6,5-6,美浦手塚,468(+4),2021年7月4日,ダ,1000,曇,良,2018100380,01032
202102010203,6,6,8,ブラウオリゾン,牡3,54.0,△山田,1:01.8,1.1/2,10.0,193.8,37.8,5-7,美浦勢司,532(+2),2021年7月4日,ダ,1000,曇,良,2018100767,01173
202102010203,7,8,12,セキノアトラス,牡3,56.0,菱田,1:02.0,1.1/4,8.0,54.9,38.6,1-2,美浦小手川,428(+2),2021年7月4日,ダ,1000,曇,良,2018104269,01144
202102010203,8,5,6,シルバーテゾロ,牡3,56.0,菊沢,1:02.0,クビ,11.0,241.4,37.4,8-8,美浦伊坂,428(+8),2021年7月4日,ダ,1000,曇,良,2018101203,01161
202102010203,9,4,4,ニシノカタパルト,牡3,53.0,▲横山琉,1:02.4,2.1/2,4.0,10.6,37.7,8-10,美浦萱野,460(-14),2021年7月4日,ダ,1000,曇,良,2018102846,01192
202102010203,10,1,1,キヒンシツノオンナ,牝3,51.0,▲小林凌,1:02.5,クビ,12.0,266.3,37.4,11-11,美浦勢司,464(+6),2021年7月4日,ダ,1000,曇,良,2018101507,01177
202102010203,11,7,9,ボルゲリ,牡3,56.0,古川吉,1:02.6,1,7.0,16.0,37.6,10-9,美浦大江原,500(+2),2021年7月4日,ダ,1000,曇,良,2018100955,01015
202102010203,12,3,3,ユリシスフライ,牝3,50.0,★永島,1:03.6,6,9.0,117.1,38.3,12-12,美浦松山,426(0),2021年7月4日,ダ,1000,曇,良,2018100610,01187
202102010204,1,2,3,アドマイヤハイジ,牝3,54.0,武豊,2:01.4,,3.0,4.7,36.7,12-12-11-6,栗東友道,412(-4),2021年7月4日,芝,2000,曇,良,2018104891,00666
202102010204,2,7,14,メモラーブル,牝3,52.0,△秋山稔,2:01.5,クビ,11.0,72.2,37.7,11-11-1-1,美浦武藤,466(+10),2021年7月4日,芝,2000,曇,良,2018105450,01181
202102010204,3,5,10,ゼンダンピューマ,セ3,56.0,勝浦,2:01.6,1/2,13.0,114.7,37.5,13-13-4-2,美浦藤原辰,454(+6),2021年7月4日,芝,2000,曇,良,2018100430,01025
202102010204,4,3,5,グレイシャーベイ,牡3,54.0,△泉谷,2:02.0,2.1/2,5.0,12.3,37.8,5-5-7-5,栗東浅見,456(+2),2021年7月4日,芝,2000,曇,良,2018110042,01182
202102010204,5,4,8,プリエール,牝3,54.0,菱田,2:02.0,アタマ,15.0,186.4,37.0,15-15-15-12,栗東吉田,414(+2),2021年7月4日,芝,2000,曇,良,2018103059,01144
202102010204,6,5,9,グリュレーヴ,牝3,54.0,団野,2:02.2,1,7.0,17.8,37.7,8-8-9-12,栗東佐々木,480(+4),2021年7月4日,芝,2000,曇,良,2018104077,01180
202102010204,7,3,6,ヒノシタカイザン,牡3,56.0,ルメー,2:02.2,クビ,1.0,3.4,37.7,10-9-9-6,栗東中内田,488(0),2021年7月4日,芝,2000,曇,良,2018110059,05339
202102010204,8,1,2,フィリウスデイ,牡3,56.0,池添,2:02.3,アタマ,12.0,90.3,37.2,16-16-16-15,栗東辻野,428(+8),2021年7月4日,芝,2000,曇,良,2018102900,01032
202102010204,9,8,16,ラヴィエント,牝3,51.0,▲小沢,2:02.5,1.1/2,6.0,17.1,38.2,5-5-7-6,栗東池添学,478(+18),2021年7月4日,芝,2000,曇,良,2018105330,01185
202102010204,10,8,15,ヤマノグリッターズ,牡3,56.0,黛,2:02.5,ハナ,9.0,49.0,37.9,9-9-11-6,美浦田中清,492(+4),2021年7月4日,芝,2000,曇,良,2018103204,01109
202102010204,11,6,11,マテンロウアレス,牡3,56.0,横山和,2:02.7,3/4,2.0,4.3,38.9,1-1-2-2,栗東昆,498(+8),2021年7月4日,芝,2000,曇,良,2018103927,01140
202102010204,12,2,4,マスカリンラン,牝3,51.0,▲小林凌,2:03.6,5,14.0,156.6,38.7,14-14-13-12,美浦尾形,472(+6),2021年7月4日,芝,2000,曇,良,2018104192,01177
202102010204,13,4,7,レイトンヒル,牡3,55.0,☆斎藤,2:03.6,クビ,8.0,22.8,39.8,2-2-2-2,美浦加藤征,502(-4),2021年7月4日,芝,2000,曇,良,2018110033,01178
202102010204,14,7,13,マコトオテギネ,牝3,52.0,△山田,2:03.9,1.1/2,16.0,263.3,39.1,5-7-13-16,栗東鮫島,402(+12),2021年7月4日,芝,2000,曇,良,2018106365,01173
202102010204,15,6,12,ラムダ,牡3,56.0,坂井,2:04.3,2.1/2,10.0,60.4,40.2,4-4-4-11,栗東野中,470(-4),2021年7月4日,芝,2000,曇,良,2018104771,01163
202102010204,16,1,1,フェイトリッパー,牡3,56.0,横山武,2:04.7,2.1/2,4.0,5.0,40.6,2-3-4-6,栗東新谷,468(-2),2021年7月4日,芝,2000,曇,良,2018103977,01170
202102010205,1,3,3,アルナシーム,牡2,54.0,武豊,1:50.1,,2.0,2.7,35.4,11-11-9-5,栗東橋口,418(0),2021年7月4日,芝,1800,曇,良,2019105252,00666
202102010205,2,1,1,ブラックボイス,牡2,54.0,ルメー,1:50.4,2,1.0,2.2,36.1,3-4-3-3,美浦宮田,512(0),2021年7月4日,芝,1800,曇,良,2019105276,05339
202102010205,3,7,11,マイネルシーマー,牡2,54.0,丹内,1:50.5,1/2,7.0,21.7,36.2,3-3-3-3,美浦青木,466(0),2021年7月4日,芝,1800,曇,良,2019100774,01091
202102010205,4,8,13,ウインアウォード,牡2,54.0,横山和,1:50.6,1/2,5.0,21.4,36.6,1-1-1-1,栗東杉山晴,494(0),2021年7月4日,芝,1800,曇,良,2019101479,01140
202102010205,5,3,4,ショーンヘイティ,牡2,51.0,▲横山琉,1:50.9,1.3/4,14.0,277.6,36.3,9-9-7-8,美浦相沢,484(0),2021年7月4日,芝,1800,曇,良,2019105863,01192
202102010205,6,5,8,リチュアル,牡2,54.0,横山武,1:50.9,クビ,6.0,21.5,36.2,10-10-9-8,美浦藤沢和,506(0),2021年7月4日,芝,1800,曇,良,2019106748,01170
202102010205,7,8,14,ブルーロワイヤル,牡2,54.0,団野,1:51.0,クビ,3.0,8.6,36.9,2-2-2-2,栗東音無,510(0),2021年7月4日,芝,1800,曇,良,2019105046,01180
202102010205,8,2,2,ブラカー,牡2,51.0,▲小沢,1:51.0,クビ,8.0,32.4,36.4,7-6-7-8,美浦加藤征,458(0),2021年7月4日,芝,1800,曇,良,2019110049,01185
202102010205,9,6,9,ルージュブラゾン,牝2,54.0,池添,1:51.2,1.1/4,4.0,21.0,36.7,8-6-5-5,美浦小島,454(0),2021年7月4日,芝,1800,曇,良,2019104685,01032
202102010205,10,4,6,ブルーシグナル,牡2,52.0,△秋山稔,1:51.4,1,12.0,186.2,36.9,5-5-5-7,美浦和田雄,432(0),2021年7月4日,芝,1800,曇,良,2019103344,01181
202102010205,11,6,10,インペリアルライン,牡2,54.0,菱田,1:52.0,3.1/2,9.0,37.2,36.8,13-12-12-11,美浦中舘,468(0),2021年7月4日,芝,1800,曇,良,2019104953,01144
202102010205,12,7,12,アクティブバイオ,牡2,54.0,坂井,1:52.9,5,10.0,79.3,37.7,14-13-12-11,栗東今野,464(0),2021年7月4日,芝,1800,曇,良,2019101966,01163
202102010205,13,5,7,ノートルプロメス,牡2,54.0,藤岡佑,1:54.0,7,11.0,114.7,39.2,6-6-9-13,栗東四位,498(0),2021年7月4日,芝,1800,曇,良,2019106866,01093
202102010205,14,4,5,タニノタビト,牡2,53.0,☆斎藤,1:54.2,1.1/4,13.0,213.7,37.8,12-13-14-14,栗東村山,496(0),2021年7月4日,芝,1800,曇,良,2019106456,01178
202102010206,1,7,10,サヴァビアン,牡3,56.0,坂井,1:45.9,,6.0,11.8,37.2,3-3-2-2,栗東羽月,426(+8),2021年7月4日,ダ,1700,曇,良,2018103473,01163
202102010206,2,4,5,メイショウコトダマ,牡3,56.0,団野,1:46.8,5,3.0,7.5,38.3,1-1-1-1,栗東荒川,458(+4),2021年7月4日,ダ,1700,曇,良,2018106203,01180
202102010206,3,6,9,ブラッティーキッド,牡3,56.0,水口,1:48.1,8,11.0,47.2,38.9,5-5-6-6,栗東中尾,510(+12),2021年7月4日,ダ,1700,曇,良,2018103954,01133
202102010206,4,7,11,ナスノマイスター,セ3,56.0,荻野琢,1:48.2,クビ,8.0,24.5,39.3,5-5-3-3,美浦矢野,496(+4),2021年7月4日,ダ,1700,曇,良,2018100056,01112
202102010206,5,5,7,エナジーボーイ,牡3,54.0,△山田,1:48.3,1/2,10.0,42.6,38.2,13-13-12-12,美浦石毛,444(-4),2021年7月4日,ダ,1700,曇,良,2018100892,01173
202102010206,6,2,2,ライム,牡3,56.0,国分恭,1:48.5,1.1/4,2.0,4.0,39.5,5-7-4-4,栗東大根田,466(+2),2021年7月4日,ダ,1700,曇,良,2018102760,01124
202102010206,7,8,12,ジェイエルブリッジ,牡3,53.0,▲小林凌,1:49.0,3,9.0,27.6,39.4,8-10-10-10,美浦小西,470(-2),2021年7月4日,ダ,1700,曇,良,2018100822,01177
202102010206,8,8,13,ウォリアープライド,牡3,56.0,横山和,1:49.5,3,1.0,2.6,40.0,11-11-8-7,栗東松永幹,464(0),2021年7月4日,ダ,1700,曇,良,2018104552,01140
202102010206,9,4,4,ナムラハカ,牡3,56.0,武豊,1:49.6,3/4,5.0,11.2,39.9,3-3-10-10,栗東大橋,466(-2),2021年7月4日,ダ,1700,曇,良,2018103015,00666
202102010206,10,1,1,ヒーズオールザット,セ3,54.0,△泉谷,1:49.6,クビ,7.0,17.6,40.2,8-9-8-7,栗東藤原英,530(-2),2021年7月4日,ダ,1700,曇,良,2018105072,01182
202102010206,11,3,3,レヴォリオ,牡3,56.0,菱田,1:50.0,2.1/2,4.0,9.1,40.7,8-8-7-7,美浦青木,476(0),2021年7月4日,ダ,1700,曇,良,2018103543,01144
202102010206,12,6,8,ゴールドバーレン,牡3,55.0,☆斎藤,1:50.2,1.1/4,12.0,52.3,41.1,2-2-4-5,栗東浜田,494(+9),2021年7月4日,ダ,1700,曇,良,2018101515,01178
202102010206,13,5,6,ペイシャセイント,牡3,56.0,黛,1:51.2,6,13.0,114.2,40.4,12-12-13-13,美浦本間,452(-2),2021年7月4日,ダ,1700,曇,良,2018106678,01109
202102010207,1,6,7,スーパーフェイバー,牡3,54.0,坂井,2:34.9,,7.0,23.3,39.0,2-2-2-2,栗東矢作,492(+6),2021年7月4日,ダ,2400,曇,良,2018105506,01163
202102010207,2,8,12,サダムラピュタ,牡6,54.0,▲小沢,2:35.3,2.1/2,8.0,24.7,39.4,1-1-1-1,栗東平田,480(+10),2021年7月4日,ダ,2400,曇,良,2015106286,01185
202102010207,3,3,3,ダッシュダクラウン,牡3,54.0,松田,2:35.6,1.1/2,1.0,3.0,39.4,8-8-3-3,栗東武英,460(-4),2021年7月4日,ダ,2400,曇,良,2018104156,01030
202102010207,4,2,2,ヤマノマタカ,牡4,57.0,丹内,2:36.4,5,6.0,15.7,39.7,6-6-7-7,美浦相沢,490(+6),2021年7月4日,ダ,2400,曇,良,2017103008,01091
202102010207,5,1,1,ナスノコウラン,牡5,57.0,国分恭,2:36.6,1,11.0,48.7,40.1,3-3-6-5,美浦矢野,518(0),2021年7月4日,ダ,2400,曇,良,2016109024,01124
202102010207,6,7,10,リオンドール,牡3,54.0,横山和,2:36.6,クビ,3.0,5.2,40.3,12-12-4-4,美浦田村,522(+6),2021年7月4日,ダ,2400,曇,良,2018104630,01140
202102010207,7,5,6,ポーラーサマー,牡4,57.0,池添,2:37.2,3.1/2,4.0,6.5,40.6,6-6-7-7,美浦田中博,528(-2),2021年7月4日,ダ,2400,曇,良,2017106563,01032
202102010207,8,8,11,グッドリドゥンス,牡4,57.0,勝浦,2:37.2,アタマ,5.0,9.3,40.4,8-9-9-9,美浦的場,478(-6),2021年7月4日,ダ,2400,曇,良,2017102758,01025
202102010207,9,7,9,ウインググランダー,牡5,57.0,加藤,2:37.3,1/2,12.0,229.8,40.4,11-11-10-9,栗東藤沢則,518(-4),2021年7月4日,ダ,2400,曇,良,2016102678,01156
202102010207,10,4,4,マナローラ,牝7,53.0,△秋山稔,2:37.8,3,10.0,45.2,40.9,10-9-10-11,栗東鮫島,500(+12),2021年7月4日,ダ,2400,曇,良,2014100591,01181
202102010207,11,5,5,カフェキング,牡4,57.0,ルメー,2:38.1,1.3/4,2.0,4.2,41.8,3-3-4-6,美浦堀,478(-4),2021年7月4日,ダ,2400,曇,良,2017104682,05339
202102010207,12,6,8,バーボンハイボール,牡3,54.0,武豊,2:38.7,3.1/2,9.0,25.6,41.7,5-5-10-12,栗東森,562(+14),2021年7月4日,ダ,2400,曇,良,2018110116,00666
202102010208,1,8,10,モリノカンナチャン,牝3,52.0,池添,2:00.7,,2.0,3.5,35.7,7-7-3-3,美浦大江原,444(+12),2021年7月4日,芝,2000,曇,良,2018105722,01032
202102010208,2,7,8,ファジェス,牝3,52.0,横山和,2:01.0,1.3/4,6.0,11.8,36.4,10-10-1-1,栗東安田隆,480(+12),2021年7月4日,芝,2000,曇,良,2018105084,01140
202102010208,3,7,9,パイネ,牝4,55.0,団野,2:01.4,2.1/2,4.0,6.3,35.8,11-10-11-9,美浦国枝,446(0),2021年7月4日,芝,2000,曇,良,2017105571,01180
202102010208,4,1,1,アイリッシュムーン,牝3,52.0,横山武,2:01.5,クビ,1.0,3.5,36.0,5-4-10-9,美浦武井,472(+6),2021年7月4日,芝,2000,曇,良,2018102090,01170
202102010208,5,3,3,アミークス,牝4,55.0,ルメー,2:01.5,クビ,5.0,8.7,36.3,8-9-6-4,栗東池添学,452(0),2021年7月4日,芝,2000,曇,良,2017105536,05339
202102010208,6,6,7,アキノコマチ,牝5,55.0,松田,2:01.6,クビ,3.0,6.2,36.3,8-8-9-6,美浦田中剛,432(+2),2021年7月4日,芝,2000,曇,良,2016101241,01030
202102010208,7,5,5,アメリカンウェイク,牝5,55.0,藤岡佑,2:02.1,3.1/2,9.0,32.5,37.4,1-1-2-2,栗東長谷川,490(-2),2021年7月4日,芝,2000,曇,良,2016104707,01093
202102010208,8,6,6,ウインローズブーケ,牝4,55.0,丹内,2:02.1,ハナ,8.0,20.9,37.1,4-4-3-6,栗東吉田,452(+14),2021年7月4日,芝,2000,曇,良,2017101451,01091
202102010208,9,8,11,タイセイルージュ,牝3,50.0,△秋山稔,2:02.2,3/4,7.0,19.5,37.2,2-2-3-5,美浦伊藤大,456(+4),2021年7月4日,芝,2000,曇,良,2018103298,01181
202102010208,10,2,2,ファクトゥーラ,牝5,52.0,▲小沢,2:02.3,1/2,11.0,70.7,37.1,2-2-6-8,栗東吉村,472(+6),2021年7月4日,芝,2000,曇,良,2016104448,01185
202102010208,11,4,4,チェスナットドレス,牝4,55.0,武豊,2:03.7,8,10.0,33.3,38.5,5-4-6-9,栗東西村,498(+6),2021年7月4日,芝,2000,曇,良,2017106198,00666
202102010209,1,3,5,ディーバサンライズ,牝3,50.0,△秋山稔,1:08.4,,3.0,7.3,34.7,5-4,栗東小林,474(0),2021年7月4日,芝,1200,曇,良,2018105875,01181
202102010209,2,1,1,メイショウハボタン,牝3,50.0,△泉谷,1:08.8,2,4.0,7.7,34.3,13-13,栗東南井,448(-2),2021年7月4日,芝,1200,曇,良,2018106455,01182
202102010209,3,2,3,コスモサンレミ,牝3,52.0,丹内,1:08.9,1,9.0,19.2,35.3,3-2,美浦中野,450(+10),2021年7月4日,芝,1200,曇,良,2018101782,01091
202102010209,4,1,2,セイレーン,牝3,52.0,団野,1:09.0,クビ,11.0,37.5,34.8,11-11,栗東佐々木,424(+20),2021年7月4日,芝,1200,曇,良,2018101573,01180
202102010209,5,4,7,メイショウオニテ,牡5,57.0,横山和,1:09.1,1/2,13.0,54.9,35.2,7-6,栗東石橋,456(-2),2021年7月4日,芝,1200,曇,良,2016102143,01140
